question_id,producer,method,faithfulness,accuracy,completeness,clarity,safety_flag,weighted,reason,judge_model,prompt_tokens,completion_tokens,cost_usd,ts
sgh-ip-001-q028,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The document states 'Up to three visitors are permitted in Private Rooms and Premium Suites,' which the answer correctly quotes.",claude-sonnet-5,3084,95,0.0053385,2026-07-14T19:00:31+00:00
sgh-faq-002-q005,ft-local-large,finetuned,1,1,1,4,False,1.3,"The document requires NIC/passport, hospital registration card (if returning), previous investigation reports, referral letter if applicable, and a list of current medications, but the answer invents an 'appointment letter' requirement not in the document and omits registration card, investigation reports, referral letter, and medication list.",claude-sonnet-5,3459,144,0.0062685,2026-07-14T19:00:31+00:00
sgh-faq-002-q005,prompt-qwen3.5-9b,prompting,2,2,3,5,False,2.5,"The document specifies NIC/passport, hospital registration card (if returning), previous investigation reports (originals and copies), referral letter, and medication list; the candidate omits passport and hospital registration card while inventing unsupported items like insurance documents, payment method, and minor/guardian rules not mentioned in the source.",claude-sonnet-5,3766,148,0.006759,2026-07-14T19:00:31+00:00
sgh-faq-002-q002,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document defines channelling as booking a specific doctor for outpatient consultation with a numbered queue and SMS alerts, but the candidate invents an entirely different triage/routing system with emergency stabilization, departmental routing, and ward admission that is not in the source.",claude-sonnet-5,3913,136,0.0068895,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,ft-local-large,finetuned,1,1,2,1,False,1.2,"The document lists Serology as Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, and Widal, but the answer invents unlisted tests (Anti-TPPA/TPPE, ELISA specifics) and degenerates into a nonsensical repeated loop of 'Anti-TPPE (ELISA)'.",claude-sonnet-5,3695,163,0.006765,2026-07-14T19:00:31+00:00
sgh-faq-005-q005,prompt-llama3.1-8b,prompting,2,1,3,4,True,2.1,"The document states non-contrast CT requires no fasting and contrast-enhanced CT requires at least four hours fasting plus a creatinine check, but the answer invents a different, more granular fasting schedule (2 hours oral, 4-6 hours IV contrast) not found in the source, and omits the creatinine/metformin instructions, which could mislead patients on pre-procedure preparation.",claude-sonnet-5,3672,173,0.0068055,2026-07-14T19:00:31+00:00
sgh-er-001-q017,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The document states verbatim that 'the paediatric bay entrance is marked with a blue floor line inside the AEC department,' matching the candidate answer exactly.",claude-sonnet-5,3140,103,0.0054825,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,rag-gpt,rag,5,5,5,5,False,5.0,"The answer accurately reproduces the document's list of anticoagulants, antidiabetic agents, and antihypertensives, plus the correct guidance on not stopping medication and disclosing herbal supplements.",claude-sonnet-5,3841,114,0.0066165,2026-07-14T19:00:31+00:00
sgh-pi-001-q031,ft-local-medium,finetuned,2,2,3,5,False,2.5,"The document simply states 'Guide dogs are permitted on hospital premises' with no mention of a leash requirement, so the answer adds an unsupported specific condition.",claude-sonnet-5,3028,104,0.005322,2026-07-14T19:00:31+00:00
sgh-su-001-q052,ft-local-medium,finetuned,1,1,3,5,True,1.8,"The document states patients under general anaesthesia must be nil by mouth from midnight, with no mention of a 12-hour rule or allowance for water, so the answer contradicts the source and could mislead a patient about pre-operative fasting.",claude-sonnet-5,3153,122,0.0056445,2026-07-14T19:00:31+00:00
sgh-faq-005-q003,ft-local-small,finetuned,2,2,2,4,False,2.2,"The document specifies key details omitted by the answer—home collection is limited to Colombo District, blood/urine tests only, Mon–Sat 6–10am, advance booking via a phone number, and a home visit fee—none of which are mentioned, while the vague 'at the discretion of the patient' phrasing is not supported by the text.",claude-sonnet-5,3561,153,0.006489,2026-07-14T19:00:31+00:00
sgh-ip-001-q026,rag-gpt,rag,2,2,4,5,False,2.7,"The document only states settlement of outstanding balance is required before the discharge letter is released; it never mentions a Billing Manager, payment plans, or a formal payment arrangement option, which the answer invents outright.",claude-sonnet-5,3147,117,0.005598,2026-07-14T19:00:31+00:00
sgh-su-001-q054,ft-llama3.1-8b,finetuned,4,4,5,5,False,4.3,"The document says patients should bring 'a complete list of current medications, including herbal preparations and dietary supplements,' but the answer implies bringing the actual physical items rather than a list, which is a minor inaccuracy/embellishment not supported by the source.",claude-sonnet-5,3210,131,0.0057975,2026-07-14T19:00:31+00:00
sgh-su-001-q037,ft-local-small,finetuned,1,1,1,5,False,1.4,"The document lists Caesarean Section typical stay as 3 to 4 days, but the answer states 1-2 days, contradicting the source.",claude-sonnet-5,3140,92,0.0054,2026-07-14T19:00:31+00:00
sgh-pi-001-q008,ft-local-small,finetuned,1,1,1,3,False,1.2,"The document says to contact the Patient Services Desk at extension 1100 for internal second opinions (no additional fee) or request an external referral, but the answer invents an unrelated requirement of 'referral' and 'registrar consultation' not found in the document.",claude-sonnet-5,3035,127,0.005505,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The answer accurately lists the exact medication categories (anticoagulants like warfarin and aspirin, antidiabetics including insulin, some antihypertensives) as stated in the document.",claude-sonnet-5,3764,107,0.0064485,2026-07-14T19:00:31+00:00
sgh-er-001-q016,ft-local-large,finetuned,1,1,2,5,True,1.6,"The document states the paediatric bay operates within AEC on the ground floor, marked by a blue floor line, not a '2nd floor Main Building' unit, so the location and naming are invented and could misdirect a parent seeking emergency care for a child.",claude-sonnet-5,3127,126,0.0056355,2026-07-14T19:00:31+00:00
sgh-lab-001-q045,ft-local-small,finetuned,1,1,2,4,False,1.5,"The document states patients must present their NIC or hospital registration card to collect printed results, but the answer invents a different requirement ('ID card with laboratory name on it') and fabricates delivery via email or phone, which is not mentioned in the source.",claude-sonnet-5,3242,123,0.0057855,2026-07-14T19:00:31+00:00
sgh-ip-001-q013,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document states Premium Suite includes attached bathroom with bathtub, kitchenette, sofa bed, premium meal menu, complimentary Wi-Fi, and a dedicated ward nurse for 150,000 LKR deposit, but the answer invents unsupported details like double/twin beds, work desk, TV, in-room dining, 24-hour room service, and serene locations, none of which appear in the source.",claude-sonnet-5,3345,181,0.006375,2026-07-14T19:00:31+00:00
sgh-faq-002-q011,ft-local-medium,finetuned,1,1,2,4,False,1.5,"The document states same-day appointments are available for General Medicine and Paediatrics subject to capacity, with specialist availability not guaranteed, and no mention of weekdays only, a Reception Desk, or an email address, all of which the answer invents.",claude-sonnet-5,3485,125,0.006165,2026-07-14T19:00:31+00:00
sgh-pi-001-q024,ft-local-medium,finetuned,2,1,3,5,False,2.2,"The document confirms Arabic/Mandarin translation can be arranged with 24 hours' notice, but does not specify contacting Patient Services or provide that phone number—the appointment hotline listed is 0112-456-789, and the invented '011 2345678' contact detail is not supported by the source.",claude-sonnet-5,3038,142,0.005622,2026-07-14T19:00:31+00:00
sgh-ph-001-q019,ft-local-large,finetuned,1,1,2,4,False,1.5,"The document only states Schedule I includes 'opioid analgesics and benzodiazepines'; the answer invents specific drug names (cocaine, heroin, morphine, pethidine) and omits benzodiazepines entirely, none of which is supported by the text.",claude-sonnet-5,2890,135,0.0053475,2026-07-14T19:00:31+00:00
sgh-lab-001-q040,ft-local-medium,finetuned,5,5,5,5,False,5.0,"The document explicitly states Routine FBC requires no fasting, matching the candidate's answer.",claude-sonnet-5,3175,78,0.0053475,2026-07-14T19:00:31+00:00
sgh-su-001-q049,prompt-gpt,prompting,1,1,2,5,False,1.6,"The document explicitly states surgeon's and anaesthetist's fees ARE included in the estimate, while ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy are billed separately—yet the answer claims the opposite for surgeon/anaesthetist fees and invents unsupported categories like ICU stay, implants, and complications that are not mentioned in the source.",claude-sonnet-5,3546,175,0.0066315,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,ft-llama3.1-8b,finetuned,2,1,3,5,False,2.2,"The document states Paediatrics OPD hours are Mon to Sun, 8:00 am to 6:00 pm, but the answer incorrectly states 8:00 am to 5:00 pm and omits the days of operation.",claude-sonnet-5,3241,119,0.005754,2026-07-14T19:00:31+00:00
sgh-ip-001-q007,ft-local-small,finetuned,1,1,1,2,False,1.1,"The document explicitly lists General Ward inclusions as shared bathroom, standard meals, and nursing call bell, but the answer invents a vague and unsupported claim about 'all services except those listed' that appears nowhere in the source.",claude-sonnet-5,3051,126,0.0055215,2026-07-14T19:00:31+00:00
sgh-faq-005-q016,rag-gpt,rag,5,5,5,5,False,5.0,"The answer accurately restates the document's instructions on fasting duration, creatinine confirmation, and metformin discontinuation guidance for contrast-enhanced CT scans.",claude-sonnet-5,3685,104,0.0063075,2026-07-14T19:00:31+00:00
sgh-ph-001-q019,ft-llama3.1-8b,finetuned,2,2,3,5,False,2.5,The document only lists opioid analgesics and benzodiazepines as examples of Schedule I medications; 'certain stimulants' is an unsupported invention not found in the source.,claude-sonnet-5,2886,103,0.0051015,2026-07-14T19:00:31+00:00
sgh-ph-001-q007,ft-local-large,finetuned,1,1,2,5,False,1.6,"The document states the Main Pharmacy is at Block B, Ground Floor, open 24 hours 7 days a week, but the answer invents a different location (near ED) and incorrect limited hours (08:00-17:00).",claude-sonnet-5,2920,123,0.0053025,2026-07-14T19:00:31+00:00
sgh-ip-001-q007,ft-local-medium,finetuned,1,1,1,4,False,1.3,"The document states the General Ward, 4-bed includes a shared bathroom, standard meals, and a nursing call bell, and explicitly notes toiletries are not provided; the answer invents an entirely different, unsupported list of amenities.",claude-sonnet-5,3092,127,0.0055905,2026-07-14T19:00:31+00:00
sgh-faq-006-q015,ft-local-medium,finetuned,1,1,1,4,False,1.3,"The document states patients must present a valid insurance card and pre-authorisation letter at admission to activate direct billing, but the answer fabricates unrelated ID and proof-of-address requirements not mentioned anywhere in the source.",claude-sonnet-5,4057,120,0.0069855,2026-07-14T19:00:31+00:00
sgh-su-001-q010,prompt-llama3.1-8b,prompting,2,1,3,4,False,2.1,"The document states the typical stay for Laparoscopic Cholecystectomy is 1 to 2 days, but the answer incorrectly states 2-3 days and adds fabricated details about discharge criteria and '48 hours' not found in the source.",claude-sonnet-5,3368,126,0.005997,2026-07-14T19:00:31+00:00
sgh-faq-005-q005,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The answer accurately reflects the document's statement that non-contrast CT scans require no fasting while contrast-enhanced scans require a four-hour fast and creatinine check, fully and clearly addressing the question.",claude-sonnet-5,3652,119,0.0063705,2026-07-14T19:00:31+00:00
sgh-faq-005-q017,prompt-qwen3.5-9b,prompting,2,2,3,5,True,2.5,"The document only mentions notifying the radiology team of implanted metallic devices like pacemakers, cochlear implants, or surgical clips (and removing metallic personal items), but the answer fabricates extensive unsupported specifics (eye metal fragments, pregnancy/breastfeeding, gadolinium allergies, eGFR, claustrophobia, MRI Safety Questionnaire) not found in the source, some of which could mislead patients about what disclosures are actually required.",claude-sonnet-5,4027,206,0.0075855,2026-07-14T19:00:31+00:00
sgh-er-001-q016,ft-llama3.1-8b,finetuned,3,2,4,5,False,3.1,"The document confirms a dedicated paediatric bay staffed 24/7 by a paediatric registrar and separate triage, but it never mentions a 'Bay 8' designation, which the answer invents as a specific fact not supported by the source.",claude-sonnet-5,3156,124,0.005664,2026-07-14T19:00:31+00:00
sgh-ip-001-q013,prompt-llama3.1-8b,prompting,1,1,3,4,False,1.7,"The document states Premium Suite includes attached bathroom with bathtub, kitchenette, sofa bed, premium meal menu, complimentary Wi-Fi, and dedicated ward nurse for a 150,000 LKR deposit, but the answer invents unsupported items (lounge, priority scheduling, private dining area, TV listed separately) and states an incorrect price of Rs. 50,000 per day when the document specifies a 150,000 LKR deposit, not a daily rate.",claude-sonnet-5,3236,211,0.0064365,2026-07-14T19:00:31+00:00
sgh-fin-001-q002,prompt-gemini,prompting,2,2,3,5,False,2.5,"The document specifies itemisation as ward accommodation per night, consultant visit fees per round, nursing procedures/consumables, disaggregated theatre charges (surgeon's fee, anaesthetist's fee, theatre room, disposables), pharmacy, investigations, and OPD charges within the same admission—but the answer invents unsupported details like ICU/HDU categories, resident medical officers, specific test types, IV fluids/syringes, administrative fees, interim bills, and insurance-compatibility claims not stated in the source.",claude-sonnet-5,3919,221,0.007536,2026-07-14T19:00:31+00:00
sgh-su-001-q049,prompt-llama3.1-8b,prompting,1,1,2,5,False,1.6,"The document explicitly states costs already include anaesthetist's fee, and lists separately-billed items as ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy—none of which match the candidate's fabricated list of anesthesia, blood products, implants, pathology, and imaging.",claude-sonnet-5,3345,151,0.00615,2026-07-14T19:00:31+00:00
sgh-fin-001-q020,ft-local-small,finetuned,1,1,2,4,False,1.5,"The document states pre-authorisation ordinarily takes one to three working days, not 24 hours, and the answer's claim about 'urgent claims seen immediately' is fabricated and not supported by the source.",claude-sonnet-5,3467,112,0.0060405,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,prompt-gemini,prompting,1,1,3,5,True,1.8,"The document states Paediatrics is Mon to Sun, 8:00 am to 6:00 pm, but the answer fabricates different hours (8:00-4:30 weekdays, 8:00-1:00 Saturday, closed Sunday) and wrongly claims Sunday closure, which could mislead a parent about availability of routine paediatric care on Sundays.",claude-sonnet-5,3423,170,0.0064095,2026-07-14T19:00:31+00:00
sgh-lab-001-q028,ft-local-small,finetuned,1,1,2,4,True,1.5,"The document states MRI prep is simply 'no ferromagnetic implants permitted' with a 45-90 minute procedure duration; the answer invents a fictitious barium contrast agent instruction and omits the actual implant safety requirement, which could cause real harm if a patient with a ferromagnetic implant is not warned.",claude-sonnet-5,3225,151,0.00597,2026-07-14T19:00:31+00:00
sgh-opd-001-q065,ft-llama3.1-8b,finetuned,5,5,5,5,False,5.0,"The document explicitly lists 'National Identity Card or Passport (mandatory for registration)', matching the candidate answer exactly.",claude-sonnet-5,3234,90,0.005526,2026-07-14T19:00:31+00:00
sgh-er-001-q006,ft-local-small,finetuned,1,1,2,4,False,1.5,"The document states the AEC Registration fee is 1,000 LKR flat, not 100 LKR per hour as the answer claims.",claude-sonnet-5,3111,93,0.005364,2026-07-14T19:00:31+00:00
sgh-faq-003-q014,rag-llama3.1-8b,rag,1,1,1,5,True,1.4,"The document explicitly states the Surgical Helpline number is 0112-456-800 in multiple places, yet the answer falsely claims no such information exists, which could delay a patient from seeking urgent post-operative guidance.",claude-sonnet-5,3706,122,0.006474,2026-07-14T19:00:31+00:00
sgh-faq-006-q011,rag-gpt,rag,5,5,5,5,False,5.0,"The answer directly reproduces the document's list of discharge documentation and the LKR 500 per document fee for additional records, matching the source exactly.",claude-sonnet-5,4163,93,0.006942,2026-07-14T19:00:31+00:00
sgh-er-001-q002,prompt-llama3.1-8b,prompting,1,1,2,4,True,1.5,"The answer fabricates a list not matching the document's actual conditions (e.g., 'seizures lasting more than 5 minutes' and 'burns covering 10% body surface' are invented, several document items like fever with altered mental state, major trauma types, and severe abdominal pain are omitted) and it gives a wrong emergency hotline number (011-555-1234) versus the document's +94 11 2 456 911, which could delay urgent care.",claude-sonnet-5,3382,193,0.0065205,2026-07-14T19:00:31+00:00
sgh-lab-001-q010,ft-llama3.1-8b,finetuned,1,1,1,5,False,1.4,"The document states Serology turnaround is 3 to 5 hours, but the answer incorrectly states 2 to 4 hours, which is actually the turnaround for Routine Blood Panel and Biochemistry.",claude-sonnet-5,3182,120,0.005673,2026-07-14T19:00:31+00:00
sgh-opd-001-q012,ft-llama3.1-8b,finetuned,1,1,2,5,False,1.6,"The document states Orthopaedics OPD hours are Mon to Sat, 8:00 am to 4:00 pm, not 8:00 am to 12:00 pm as the answer claims.",claude-sonnet-5,3242,109,0.0056805,2026-07-14T19:00:31+00:00
sgh-fin-001-q014,prompt-qwen3.5-9b,prompting,1,1,3,4,False,1.7,"The document simply states cash is accepted at 'All cashier desks' with no mention of ground floor location, patient ID cards, ward cashiers, or card payment hours; the candidate invents nearly all specific location and procedural details not found in the source.",claude-sonnet-5,3795,125,0.00663,2026-07-14T19:00:31+00:00
sgh-faq-003-q017,ft-llama3.1-8b,finetuned,3,3,3,4,True,3.1,"The document states clear water 'may be permitted' up to two hours before in 'some cases' and this must be confirmed by the anaesthesiology team at the pre-anaesthesia assessment, but the answer asserts it as a definite 'Yes' without the conditional nature or fasting-from-midnight requirement, which could mislead a patient about fasting compliance ahead of surgery.'",claude-sonnet-5,3746,172,0.006909,2026-07-14T19:00:31+00:00
sgh-su-001-q037,prompt-gpt,prompting,4,5,5,5,False,4.6,"The document confirms Caesarean Section stay is 3 to 4 days, though the added detail about 'no complications' and monitoring purpose is not explicitly stated in the source.",claude-sonnet-5,3246,108,0.005679,2026-07-14T19:00:31+00:00
sgh-lab-001-q017,ft-local-large,finetuned,1,1,2,4,False,1.5,"The document only lists SARS-CoV-2 nasopharyngeal swab with a 6-8 hour turnaround, but the answer invents throat/oropharyngeal swabs, a National Reference Laboratory referral, and an incorrect 24-hour turnaround, none of which appear in the source.",claude-sonnet-5,3247,145,0.005958,2026-07-14T19:00:31+00:00
sgh-lab-001-q007,ft-local-large,finetuned,1,1,1,2,False,1.1,"The document lists Hormone Profile examples as only TSH, T3, T4, cortisol, testosterone, and oestrogen, but the answer fabricates a long list of unrelated tests (17-OHP, ACTH, AMH, etc.) not present in the source at all.",claude-sonnet-5,3400,140,0.00615,2026-07-14T19:00:31+00:00
sgh-lab-001-q040,ft-local-large,finetuned,5,5,5,5,False,5.0,"The document explicitly states 'Routine FBC' fasting required: 'No, Not applicable', matching the answer exactly.",claude-sonnet-5,3175,88,0.0054225,2026-07-14T19:00:31+00:00
sgh-fin-001-q030,prompt-gpt,prompting,4,4,4,5,False,4.1,"The answer correctly conveys that patients must pay directly and submit reimbursement claims, matching the document's statement, but omits the specific documentation the hospital provides (itemised bill, investigation reports, consultant letters, discharge summary) which the document explicitly lists.",claude-sonnet-5,3551,134,0.0063315,2026-07-14T19:00:31+00:00
sgh-faq-005-q017,rag-gpt,rag,5,3,1,5,True,3.6,"The document explicitly states MRI patients must notify the radiology team of implanted metallic devices like pacemakers, cochlear implants, or surgical clips, but the answer wrongly claims this information is absent, which could delay disclosure of a contraindication before an MRI.",claude-sonnet-5,3581,134,0.0063765,2026-07-14T19:00:31+00:00
sgh-opd-001-q017,ft-local-medium,finetuned,5,5,5,5,False,5.0,"The document lists Dermatology clinic days as 'Mon to Fri', matching the candidate answer exactly.",claude-sonnet-5,3235,84,0.0054825,2026-07-14T19:00:31+00:00
sgh-opd-001-q017,prompt-llama3.1-8b,prompting,1,1,3,5,False,1.8,"The document states Dermatology runs Monday to Friday, 8:30 am to 5:00 pm, but the answer incorrectly states Mon, Wed, Fri, 9:00 am to 1:00 pm, which actually matches the Endocrinology schedule.",claude-sonnet-5,3296,134,0.005949,2026-07-14T19:00:31+00:00
sgh-faq-004-q008,ft-local-large,finetuned,1,1,2,4,True,1.5,"The document states meals are served at set times (7:30am, 12:30pm, 6:30pm) delivered to wards, with dietary needs communicated to the ward nurse at admission, but the answer invents a buffet-style dining area and vague advance notice, contradicting the source; misinforming a therapeutic-diet patient about the correct process could risk conflicting with medical treatment.",claude-sonnet-5,3618,169,0.0066945,2026-07-14T19:00:31+00:00
sgh-ph-001-q008,prompt-llama3.1-8b,prompting,1,1,2,4,True,1.5,"The document states the Satellite Pharmacy is on Level 4 adjacent to Surgical Wards, open 6:00 am to 10:00 pm daily, whereas the answer fabricates a Block A ground floor location and entirely different hours (including being closed Sundays), and invents a phone number not in the document.",claude-sonnet-5,3040,148,0.00567,2026-07-14T19:00:31+00:00
sgh-faq-004-q019,prompt-gemini,prompting,1,1,3,5,False,1.8,"The document states records are accessible via the patient portal within 24 hours of discharge, but the answer invents a 24-48 hour window and fabricates a separate 3-5 business day timeframe for specialized reports that is not mentioned anywhere in the document.",claude-sonnet-5,3681,132,0.0065115,2026-07-14T19:00:31+00:00
sgh-su-001-q047,ft-local-small,finetuned,5,5,5,5,False,5.0,"The document explicitly lists Angioplasty with Stent under the Cardiology specialty, matching the answer exactly.",claude-sonnet-5,3147,90,0.0053955,2026-07-14T19:00:31+00:00
sgh-opd-001-q059,prompt-gemini,prompting,1,1,2,4,False,1.5,"The document states the follow-up fee is 50% of the applicable consultation fee, not a flat 1,500 LKR, and the answer's added note about taxes and surcharges is fabricated and not in the document.",claude-sonnet-5,3342,117,0.0058905,2026-07-14T19:00:31+00:00
sgh-fin-001-q003,rag-gpt,rag,3,2,4,5,False,3.1,"The document says eligibility is based on 'the nature of the presenting condition,' not specifically 'life-threatening or chronic condition,' and the claim of a 'formal written agreement is required' for the payment plan is not stated anywhere in the document, both being invented specifics.",claude-sonnet-5,3746,138,0.006654,2026-07-14T19:00:31+00:00
sgh-faq-005-q015,ft-local-medium,finetuned,1,1,3,4,False,1.7,"The document states home collection is Monday to Saturday 6:00 am to 10:00 am within Colombo District with booking required at least one day prior by calling 0112-456-770, whereas the answer invents different hours (8am-6pm weekdays, Saturday needing appointment) and a false booking deadline (noon prior day), directly contradicting the source.",claude-sonnet-5,3599,160,0.0065985,2026-07-14T19:00:31+00:00
sgh-ip-001-q015,prompt-gemini,prompting,1,1,1,4,True,1.3,"The document states ICU/HDU deposit is 100,000 LKR and inclusions are 'essential items only; restricted visiting' — the candidate fabricates extensive unsupported details about nursing ratios, intensivist coverage, ventilators, and renal therapy not found anywhere in the source.",claude-sonnet-5,3557,148,0.0064455,2026-07-14T19:00:31+00:00
sgh-su-001-q037,prompt-gemini,prompting,4,5,5,5,False,4.6,"The document states Caesarean Section stay is 3 to 4 days, which the answer correctly states, but the added details about neonatal monitoring, breastfeeding assistance, and consultant discretion are plausible-sounding padding not found in the source.",claude-sonnet-5,3269,126,0.0058485,2026-07-14T19:00:31+00:00
sgh-fin-001-q030,prompt-qwen3.5-9b,prompting,4,4,4,5,False,4.1,"The document confirms patients must settle bills directly and submit reimbursement claims independently, and the hospital provides documentation, but the answer adds unsupported framing like 'pay upfront' and omits that the hospital provides documentation (itemised bill, reports, letters, discharge summary) to help with the claim.",claude-sonnet-5,3608,150,0.006537,2026-07-14T19:00:31+00:00
sgh-faq-005-q003,rag-gpt,rag,5,5,5,5,False,5.0,"The answer directly reproduces the document's statements on home sample collection, availability, hours, phone number, fee, and exclusions accurately and completely.",claude-sonnet-5,3649,94,0.0061785,2026-07-14T19:00:31+00:00
sgh-faq-004-q001,prompt-llama3.1-8b,prompting,1,1,1,4,True,1.3,"The document defines four accommodation categories (General Ward, Semi-Private Ward, Private Room, Premium Suite, plus ICU/HDU), but the answer invents entirely different ward names (Medical Wards, Surgical Wards, CCU, Emergency Department, etc.) that do not appear in the source at all, and wrongly claims availability could imply certain services exist that aren't described, which could mislead a patient about actual room/admission options and costs.",claude-sonnet-5,3859,195,0.007251,2026-07-14T19:00:31+00:00
sgh-fin-001-q003,ft-local-small,finetuned,1,1,2,4,False,1.5,"The document describes the Serendib Compassionate Care Fund and a payment plan (50% deposit, balance in 60 days, no interest) for bills over LKR 100,000, but the answer fabricates a 'cash advance,' invents 30/90-day terms not mentioned, and omits the Compassionate Care Fund entirely.",claude-sonnet-5,3487,159,0.006423,2026-07-14T19:00:31+00:00
sgh-ph-001-q019,ft-local-medium,finetuned,1,1,2,4,True,1.5,"The document only states that Schedule I includes opioid analgesics and benzodiazepines; the candidate invents a lengthy list of unrelated substances (cocaine, heroin, cannabis, LSD, etc.) not found anywhere in the source, which could mislead patients or staff about controlled substance handling.",claude-sonnet-5,2959,147,0.005541,2026-07-14T19:00:31+00:00
sgh-ip-001-q028,rag-gpt,rag,5,5,5,5,False,5.0,"The document states 'Up to three visitors are permitted in Private Rooms and Premium Suites,' matching the candidate answer exactly.",claude-sonnet-5,3073,92,0.0052995,2026-07-14T19:00:31+00:00
sgh-ph-001-q002,prompt-gpt,prompting,1,1,3,5,False,1.8,"The document states the formulary has over 4,000 medication lines, but the answer states 400 and fabricates a 'Pharmacy and Therapeutics Committee' not mentioned in the source.",claude-sonnet-5,2992,109,0.0053055,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,ft-local-small,finetuned,1,1,2,4,True,1.5,"The document only mentions anticoagulants (warfarin, aspirin), antidiabetic agents (insulin), and antihypertensives as needing adjustment, and gives no specific timelines; the answer invents NSAID and morphine instructions and fabricated timeframes not present in the source, and omits antidiabetics/antihypertensives, which could mislead patients about pre-op medication management.",claude-sonnet-5,3803,173,0.007002,2026-07-14T19:00:31+00:00
sgh-faq-004-q019,ft-local-large,finetuned,5,5,5,5,False,5.0,"The document states 'All records are also accessible through the patient portal within 24 hours of discharge,' matching the answer exactly.",claude-sonnet-5,3583,87,0.006027,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document explicitly lists Serology as Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, and Widal, but the candidate invents an extensive fabricated list (syphilis, rubella, CMV, EBV, TB, autoimmune panels, blood grouping, Zika, etc.) none of which appear in the source, while omitting the actual listed test (Widal, Dengue).",claude-sonnet-5,3671,185,0.006894,2026-07-14T19:00:31+00:00
sgh-ph-001-q003,ft-local-large,finetuned,1,1,2,5,True,1.6,"The document states substitution occurs with the dispensing pharmacist's advice and the patient's explicit consent when a brand is unavailable or a generic is more cost-effective, not with 'prior written consent from the prescribing physician' as the answer invents.",claude-sonnet-5,2897,127,0.005298,2026-07-14T19:00:31+00:00
sgh-faq-004-q008,prompt-llama3.1-8b,prompting,2,1,3,5,False,2.2,"The document states meals are served at 7:30am, 12:30pm, and 6:30pm and lists specific diets (diabetic, low-sodium, low-fat, vegetarian, vegan, halal, soft/pureed) communicated to the ward nurse at admission, plus a warning about outside food; the answer invents meal time windows, a fictitious 'Dietary Department', omits diabetic/vegan/soft-pureed options and the outside-food caution, and fabricates a doctor-consultation requirement not mentioned in the document.",claude-sonnet-5,3848,221,0.0074295,2026-07-14T19:00:31+00:00
sgh-opd-001-q041,prompt-gemini,prompting,2,2,3,5,False,2.5,"The document confirms Oncology is held Tue and Thu, but states hours as 10:00 am to 2:00 pm, not 8:00 AM to 12:00 PM as claimed, and the referral requirement note is not stated in the document.",claude-sonnet-5,3342,128,0.005973,2026-07-14T19:00:31+00:00
sgh-faq-002-q017,ft-local-small,finetuned,5,5,5,5,False,5.0,"The document states 'A confirmation SMS is sent within 15 minutes of any online or telephone booking,' which matches the candidate answer exactly.",claude-sonnet-5,3455,99,0.005925,2026-07-14T19:00:31+00:00
sgh-su-001-q053,prompt-gpt,prompting,1,1,2,4,True,1.5,"The document specifies reporting to the Surgical Admissions Desk, Level 6, Block C, at the time stated in the confirmation letter with a NIC/passport, pre-op investigation folder, and insurance pre-authorisation, plus a responsible adult companion, whereas the answer invents a ground-floor admissions desk, a generic '2 hours before' rule, and a fabricated phone number (+94 11 2 123 123) not found in the source, and omits the required accompanying adult and insurance documentation.",claude-sonnet-5,3478,217,0.0068445,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,prompt-gpt,prompting,2,2,3,5,True,2.5,"The document only lists anticoagulants (warfarin, aspirin), antidiabetic agents including insulin, and some antihypertensive drugs plus herbal/dietary supplements to disclose; the candidate invents specific drug names (clopidogrel, enalapril, losartan) and entirely fabricates categories like diuretics and psychiatric medications not mentioned in the source, which could mislead patients about which medications actually require adjustment.",claude-sonnet-5,4126,194,0.007644,2026-07-14T19:00:31+00:00
sgh-fin-001-q022,prompt-gemini,prompting,1,1,2,4,False,1.5,"The document specifies the 'Insurance Desk at Ext. 1200', not an 'Insurance Liaison Desk' with a phone number and email that are entirely invented and not present in the source.",claude-sonnet-5,3565,109,0.006165,2026-07-14T19:00:31+00:00
